"";"Name";"Rating_Mean";"Rating_SD";"Rating_Median";"Name_Class"
"122";"Johanna";6,94285714285714;0,235504107976803;7;"f"
"87";"Katharina";6,94285714285714;0,235504107976803;7;"f"
"110";"Anna";6,91428571428571;0,284028640998691;7;"f"
"92";"Clara";6,91428571428571;0,284028640998691;7;"f"
"102";"Mathilda";6,91428571428571;0,284028640998691;7;"f"
"89";"Sophia";6,91428571428571;0,284028640998691;7;"f"
"39";"Lena";6,88571428571429;0,322802851090676;7;"f"
"95";"Leonie";6,88571428571429;0,322802851090676;7;"f"
"4";"Mia";6,88571428571429;0,322802851090676;7;"f"
"67";"Rosa";6,88571428571429;0,403763804821623;7;"f"
"90";"Emilia";6,85714285714286;0,355035801248363;7;"f"
"98";"Lina";6,85714285714286;0,355035801248363;7;"f"
"128";"Carla";6,85714285714286;0,429969707746757;7;"f"
"141";"Martha";6,85714285714286;0,429969707746757;7;"f"
"51";"Antonia";6,82857142857143;0,382385260431097;7;"f"
"134";"Marie";6,82857142857143;0,382385260431097;7;"f"
"75";"Fiona";6,82857142857143;0,45281565433046;7;"f"
"69";"Hanna";6,82857142857143;0,45281565433046;7;"f"
"46";"Julia";6,82857142857143;0,45281565433046;7;"f"
"9";"Frieda";6,82857142857143;0,513678446324632;7;"f"
"117";"Maja";6,8;0,472788971703768;7;"f"
"131";"Charlotte";6,8;0,584103133520302;7;"f"
"14";"Alina";6,77142857142857;0,645605702181351;7;"f"
"104";"Lea";6,77142857142857;1,03143858092399;7;"f"
"20";"Greta";6,74285714285714;0,560611910581388;7;"f"
"32";"Lara";6,74285714285714;0,610826688756704;7;"f"
"96";"Emma";6,74285714285714;0,885931120110267;7;"f"
"121";"Jasmin";6,71428571428571;0,5724780279076;7;"f"
"124";"Marlene";6,68571428571429;0,582662679703555;7;"f"
"31";"Ina";6,68571428571429;0,676123403782813;7;"f"
"55";"Luisa";6,68571428571429;1,07843646548326;7;"f"
"82";"Selina";6,68571428571429;1,07843646548326;7;"f"
"78";"Henriette";6,65714285714286;0,802307596244481;7;"f"
"80";"Ella";6,65714285714286;0,968408553272027;7;"f"
"143";"Elisabeth";6,65714285714286;1,08310167745114;7;"f"
"41";"Carolin";6,62857142857143;0,770244968126615;7;"f"
"136";"Amelie";6,6;1,11671788000793;7;"f"
"17";"Ida";6,57142857142857;0,739065956051933;7;"f"
"15";"Josephine";6,57142857142857;1,1449560558152;7;"f"
"83";"Maria";6,54285714285714;0,780002154705061;7;"f"
"116";"Merle";6,54285714285714;0,780002154705061;7;"f"
"65";"Lotte";6,54285714285714;0,816839574675653;7;"f"
"8";"Yvonne";6,54285714285714;0,852085922996072;7;"f"
"135";"Lia";6,42857142857143;0,948240298587624;7;"f"
"140";"Wiebke";6,37142857142857;1,30802307691718;7;"f"
"142";"Thea";6,34285714285714;1,18676171211602;7;"f"
"40";"Fenja";6,28571428571429;1,0166678146662;7;"f"
"6";"Mila";6,22857142857143;1,11370379116432;7;"f"
"139";"Alma";6,17142857142857;0,984757787052057;6;"f"
"118";"Nele";6,17142857142857;1,5621575254928;7;"f"
"99";"Jule";6;1,37198868114007;7;"f"
"18";"Sanja";5,94285714285714;1,34913604474378;6;"f"
"77";"Andrea";5,91428571428571;1,44245355866578;7;"f"
"50";"Juna";5,74285714285714;1,37931903793262;6;"f"
"94";"Michele";5,62857142857143;1,43661600513794;6;"f"
"76";"Kaya";5,31428571428571;1,56752762563945;6;"f"
